model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,market_value
 X6,2017,48482,Semi-Auto,19924,Petrol,145,25.4,4.4,49750.57
 X5,2019,50995,Semi-Auto,4151,Diesel,145,37.7,3.0,49736.35
 X5,2019,49488,Automatic,6560,Petrol,145,27.2,3.0,49708.54
 X5,2019,51902,Semi-Auto,3224,Diesel,145,37.7,3.0,49697.207
 X5,2019,51250,Semi-Auto,3658,Diesel,145,37.7,3.0,49682.387
 X5,2019,51822,Semi-Auto,3465,Diesel,145,37.7,3.0,49664.215
 X5,2019,52500,Semi-Auto,5597,Diesel,145,37.7,3.0,49574.16
 X5,2019,51232,Semi-Auto,5545,Diesel,145,37.7,3.0,49574.16
 X5,2019,51000,Semi-Auto,6000,Diesel,150,37.7,3.0,49527.824
 M4,2019,56995,Semi-Auto,1501,Petrol,145,34.0,3.0,49495.746
 M4,2019,49995,Semi-Auto,1501,Petrol,145,34.0,3.0,49495.746
 X5,2020,48975,Semi-Auto,9998,Diesel,145,37.7,3.0,49487.992
 X5,2019,47995,Semi-Auto,12488,Petrol,145,27.2,3.0,49471.965
 X5,2019,46990,Semi-Auto,2754,Diesel,145,37.7,3.0,49455.035
 X5,2019,50990,Semi-Auto,5925,Diesel,145,37.7,3.0,49451.78
 X5,2019,46995,Semi-Auto,5966,Diesel,145,37.7,3.0,49451.78
 X5,2019,49980,Automatic,3981,Diesel,145,37.7,3.0,49343.72
 X5,2019,49999,Semi-Auto,5681,Diesel,145,37.7,3.0,49332.54
 X5,2019,47995,Semi-Auto,4339,Diesel,145,37.7,3.0,49322.19
 i8,2017,48898,Automatic,36127,Hybrid,0,134.5,1.5,49306.45
 X5,2019,49750,Automatic,5800,Diesel,150,37.7,3.0,49303.44
 X5,2019,49000,Semi-Auto,4860,Diesel,145,37.7,3.0,49300.67
 X5,2019,53795,Semi-Auto,4792,Diesel,145,37.7,3.0,49300.67
 M4,2020,49623,Semi-Auto,2024,Petrol,145,34.0,3.0,49297.266
 X5,2019,50990,Semi-Auto,4729,Diesel,145,37.7,3.0,49277.637
 X5,2019,50000,Semi-Auto,5145,Diesel,150,37.7,3.0,49277.3
 X5,2019,49488,Automatic,6748,Petrol,145,27.2,3.0,49234.36
 7 Series,2019,49990,Semi-Auto,10478,Petrol,145,33.6,3.0,49204.543
 X5,2019,49995,Semi-Auto,4552,Diesel,145,37.7,3.0,49200.83
 X5,2019,48940,Semi-Auto,4544,Diesel,145,37.7,3.0,49200.83
 X5,2019,48995,Semi-Auto,6251,Diesel,150,37.7,3.0,49162.59
 7 Series,2019,50980,Semi-Auto,7606,Diesel,145,44.8,3.0,49148.7
 X5,2019,50882,Automatic,1764,Diesel,145,37.7,3.0,49134.664
 M4,2020,51402,Semi-Auto,101,Petrol,145,34.0,3.0,49132.76
 X5,2019,49980,Automatic,3951,Diesel,145,37.7,3.0,49131.082
 X5,2019,47950,Semi-Auto,1080,Petrol,145,27.2,3.0,49077.465
 X5,2019,47990,Semi-Auto,8481,Diesel,150,37.7,3.0,49009.934
 7 Series,2019,49000,Semi-Auto,7970,Diesel,145,44.8,3.0,48985.47
 X5,2019,49980,Automatic,4076,Diesel,145,37.7,3.0,48981.01
 X5,2019,47250,Automatic,3330,Diesel,150,37.7,3.0,48972.28
 X5,2019,48090,Automatic,123,Diesel,145,36.7,3.0,48970.617
 X5,2019,48090,Automatic,123,Diesel,145,36.7,3.0,48970.617
 X5,2019,48090,Automatic,123,Diesel,145,36.7,3.0,48970.617
 X5,2019,56995,Automatic,3375,Diesel,145,37.7,3.0,48875.18
 X5,2019,47975,Semi-Auto,6413,Diesel,145,37.7,3.0,48865.984
 X5,2019,52000,Semi-Auto,6500,Diesel,145,37.7,3.0,48865.984
 X5,2019,48990,Semi-Auto,6439,Diesel,145,37.7,3.0,48865.984
 X5,2019,52995,Semi-Auto,6326,Diesel,145,37.7,3.0,48859.18
 X4,2020,46995,Semi-Auto,999,Diesel,145,37.2,3.0,48858.254
 X5,2019,45463,Semi-Auto,5345,Diesel,145,37.7,3.0,48857.133
 X5,2019,47990,Semi-Auto,5311,Diesel,145,37.7,3.0,48857.133
 7 Series,2019,45400,Semi-Auto,2212,Diesel,145,42.2,3.0,48815.13
 M4,2019,51000,Semi-Auto,1072,Petrol,145,34.0,3.0,48814.613
 7 Series,2019,47890,Automatic,7414,Diesel,145,44.8,3.0,48811.566
 X5,2019,44736,Semi-Auto,6056,Diesel,145,37.7,3.0,48770.133
 X5,2019,43946,Automatic,5856,Diesel,145,37.7,3.0,48749.734
 6 Series,2019,52500,Automatic,9000,Diesel,145,42.2,2.0,48726.26
 M4,2019,45940,Semi-Auto,3447,Petrol,145,34.0,3.0,48724.67
 X5,2019,49980,Automatic,3080,Diesel,145,37.7,3.0,48718.414
 X4,2020,49481,Semi-Auto,101,Diesel,145,37.2,3.0,48700.2
 X5,2019,60000,Automatic,8700,Diesel,145,37.7,3.0,48695.984
 X5,2019,49991,Semi-Auto,6927,Diesel,150,37.7,3.0,48667.344
 X5,2019,47950,Semi-Auto,6960,Diesel,150,37.7,3.0,48667.344
 X5,2019,49980,Semi-Auto,9173,Diesel,150,37.7,3.0,48662.156
 X5,2019,49980,Semi-Auto,5041,Diesel,145,37.7,3.0,48654.855
 X5,2019,48950,Semi-Auto,8043,Diesel,150,37.7,3.0,48652.08
 X5,2019,49980,Semi-Auto,8143,Diesel,150,37.7,3.0,48652.08
 7 Series,2019,47980,Automatic,339,Petrol,145,34.5,3.0,48639.75
 M4,2019,46000,Semi-Auto,1501,Petrol,145,32.5,3.0,48600.227
 X5,2019,46995,Semi-Auto,5187,Diesel,145,37.7,3.0,48599.96
 X5,2019,47480,Semi-Auto,5209,Diesel,145,37.7,3.0,48599.96
 X5,2019,47500,Automatic,14391,Petrol,150,27.2,3.0,48564.3
 X5,2019,46740,Automatic,4399,Diesel,145,37.7,3.0,48556.938
 7 Series,2019,52490,Semi-Auto,3200,Diesel,145,44.1,3.0,48541.11
 M4,2019,58662,Automatic,3395,Petrol,145,34.0,3.0,48527.53
 X5,2019,47902,Semi-Auto,6171,Diesel,145,37.7,3.0,48521.996
 X5,2019,49000,Semi-Auto,6170,Diesel,145,37.7,3.0,48521.996
 X5,2019,48766,Automatic,5701,Diesel,145,37.7,3.0,48495.477
 X5,2019,50980,Automatic,5720,Diesel,145,37.7,3.0,48495.477
 X3,2020,47000,Semi-Auto,1385,Hybrid,135,5.5,2.0,48491.395
 X5,2019,49980,Automatic,4810,Diesel,145,37.7,3.0,48490.04
 X5,2019,45994,Automatic,4943,Diesel,145,37.7,3.0,48444.977
 X5,2019,46440,Semi-Auto,1486,Diesel,145,37.7,3.0,48416.133
 X5,2019,46440,Semi-Auto,1438,Diesel,145,37.7,3.0,48416.133
 X5,2019,43946,Automatic,5914,Diesel,145,37.7,3.0,48303.926
 X5,2019,51890,Automatic,5980,Diesel,145,37.7,3.0,48303.926
 M4,2020,48630,Semi-Auto,99,Petrol,145,34.0,3.0,48293.145
 X5,2019,46980,Semi-Auto,2062,Diesel,150,37.7,3.0,48248.707
 X5,2019,46980,Semi-Auto,8371,Diesel,145,37.7,3.0,48192.25
 X5,2019,47123,Semi-Auto,8442,Diesel,145,37.7,3.0,48192.25
 7 Series,2019,49000,Automatic,2000,Hybrid,135,113.0,2.0,48185.57
 M4,2020,48950,Semi-Auto,17,Petrol,150,32.5,3.0,48173.223
 X5,2019,47980,Automatic,8548,Diesel,145,37.7,3.0,48172.2
 M4,2019,49980,Semi-Auto,934,Petrol,150,34.0,3.0,48139.125
 X4,2020,48993,Semi-Auto,500,Petrol,145,26.9,3.0,48127.723
 X5,2019,43500,Automatic,15753,Petrol,145,27.2,3.0,48125.45
 X5,2019,48990,Automatic,8336,Diesel,145,37.7,3.0,48119.04
 M4,2020,47950,Semi-Auto,105,Petrol,145,32.5,3.0,48111.207
 X5,2019,48193,Semi-Auto,6776,Diesel,145,37.7,3.0,48073.98
 X5,2019,47193,Semi-Auto,6776,Diesel,145,37.7,3.0,48073.98
 X5,2019,48602,Semi-Auto,7864,Diesel,145,37.7,3.0,48069.055
 7 Series,2019,48995,Semi-Auto,7315,Diesel,145,42.2,3.0,48067.664
 M4,2020,45995,Semi-Auto,1500,Petrol,145,34.0,3.0,48047.055
 X5,2019,51399,Automatic,9803,Diesel,150,37.7,3.0,48015.703
 7 Series,2019,48898,Semi-Auto,17501,Diesel,145,41.5,3.0,47986.0
 X5,2019,49980,Automatic,6277,Diesel,145,37.7,3.0,47978.13
 X5,2019,48000,Automatic,7513,Diesel,150,37.7,3.0,47977.758
 X5,2019,54550,Automatic,8143,Diesel,145,37.7,3.0,47976.21
 X5,2019,43706,Automatic,8093,Diesel,145,37.7,3.0,47976.21
 X5,2019,45152,Semi-Auto,7956,Diesel,145,37.7,3.0,47970.082
 X5,2019,46666,Automatic,5127,Diesel,145,37.7,3.0,47969.86
 X5,2019,46980,Automatic,5073,Diesel,145,37.7,3.0,47969.86
 7 Series,2019,48912,Semi-Auto,6516,Diesel,150,44.8,3.0,47957.055
 M4,2019,48940,Semi-Auto,13,Petrol,145,32.5,3.0,47936.68
 M4,2019,48940,Semi-Auto,12,Petrol,145,32.5,3.0,47936.68
 X5,2019,47156,Automatic,6480,Diesel,145,37.7,3.0,47927.332
 7 Series,2019,46500,Semi-Auto,6249,Diesel,145,42.2,3.0,47925.13
 M4,2019,47995,Automatic,999,Petrol,145,34.0,3.0,47899.594
 X5,2019,46950,Semi-Auto,8105,Diesel,145,37.7,3.0,47898.777
 X5,2019,46875,Semi-Auto,8318,Diesel,145,37.7,3.0,47850.16
 X5,2019,49995,Semi-Auto,1972,Diesel,145,37.7,3.0,47847.977
 X5,2019,50480,Automatic,6215,Diesel,145,37.7,3.0,47808.9
 X5,2019,44980,Semi-Auto,7383,Diesel,145,37.7,3.0,47803.01
 X5,2019,48302,Semi-Auto,7450,Diesel,145,37.7,3.0,47803.01
 X5,2019,44800,Semi-Auto,7030,Diesel,145,37.7,3.0,47742.562
 X5,2019,52995,Semi-Auto,6997,Diesel,145,37.7,3.0,47742.562
 X5,2019,49998,Semi-Auto,7101,Diesel,145,37.7,3.0,47742.562
 X5,2019,48143,Semi-Auto,9115,Diesel,145,37.7,3.0,47727.5
 X5,2019,43706,Automatic,8204,Diesel,145,37.7,3.0,47700.19
 X5,2019,46991,Semi-Auto,8778,Diesel,145,37.7,3.0,47682.65
 X5,2019,45880,Semi-Auto,9000,Diesel,145,37.7,3.0,47682.65
 7 Series,2019,48898,Semi-Auto,5000,Petrol,145,34.5,3.0,47680.1
 X5,2019,47250,Automatic,6174,Diesel,145,37.7,3.0,47640.945
 X5,2019,46950,Semi-Auto,7246,Diesel,145,37.7,3.0,47630.914
 X5,2019,49950,Semi-Auto,7220,Diesel,145,37.7,3.0,47630.914
 X5,2019,48440,Automatic,8000,Diesel,145,37.7,3.0,47628.79
 X5,2019,46991,Semi-Auto,7260,Diesel,145,37.7,3.0,47544.5
 X5,2019,48422,Semi-Auto,7324,Diesel,145,37.7,3.0,47544.5
 X5,2019,47990,Semi-Auto,7275,Diesel,145,37.7,3.0,47544.5
 M4,2019,48500,Semi-Auto,125,Petrol,145,32.5,3.0,47496.78
 X5,2019,48892,Automatic,7666,Diesel,145,37.7,3.0,47479.273
 M4,2019,46000,Semi-Auto,1921,Petrol,145,32.5,3.0,47412.99
 7 Series,2019,45898,Semi-Auto,5893,Diesel,145,44.1,3.0,47387.117
 7 Series,2019,47990,Semi-Auto,7780,Petrol,145,34.5,3.0,47376.535
 X5,2019,48190,Automatic,7580,Diesel,145,37.7,3.0,47374.95
 X5,2019,48980,Semi-Auto,9591,Diesel,145,37.7,3.0,47336.336
 X5,2019,46600,Semi-Auto,9584,Diesel,145,37.7,3.0,47336.336
 7 Series,2019,46990,Semi-Auto,7515,Diesel,150,42.2,3.0,47320.28
 X5,2019,46875,Semi-Auto,9438,Diesel,145,37.7,3.0,47302.496
 X5,2019,45000,Semi-Auto,9450,Diesel,145,37.7,3.0,47302.496
 X5,2019,47440,Semi-Auto,9415,Diesel,145,37.7,3.0,47302.496
 X5,2019,44850,Semi-Auto,9341,Diesel,145,37.7,3.0,47302.496
 X5,2019,47213,Semi-Auto,9278,Diesel,145,37.7,3.0,47302.496
 M4,2019,49010,Automatic,837,Petrol,145,34.0,3.0,47272.203
 X5,2019,44266,Automatic,2308,Diesel,145,37.7,3.0,47204.203
 X5,2019,45980,Semi-Auto,9617,Diesel,145,37.7,3.0,47179.71
 X5,2019,46982,Semi-Auto,9820,Diesel,145,37.7,3.0,47179.71
 X5,2019,47500,Semi-Auto,6224,Diesel,145,36.7,3.0,47157.105
 3 Series,2020,51000,Semi-Auto,5000,Diesel,150,43.5,3.0,47135.43
 X5,2020,44875,Semi-Auto,2000,Diesel,145,36.7,3.0,47108.082
 7 Series,2019,49990,Semi-Auto,5364,Diesel,145,44.1,3.0,47096.215
 7 Series,2019,47000,Semi-Auto,5113,Diesel,145,44.1,3.0,47082.176
 M4,2020,49488,Automatic,10,Petrol,150,34.0,3.0,47040.41
 M4,2020,45488,Automatic,10,Petrol,150,34.0,3.0,47040.41
 M4,2020,47488,Automatic,10,Petrol,150,34.0,3.0,47040.41
 M4,2020,45488,Automatic,10,Petrol,150,34.0,3.0,47040.41
 M4,2020,52988,Automatic,10,Petrol,150,34.0,3.0,47040.41
 7 Series,2019,46898,Semi-Auto,7200,Diesel,150,42.2,3.0,46992.105
 M2,2020,44995,Semi-Auto,101,Petrol,150,29.1,3.0,46974.496
 M4,2019,48000,Semi-Auto,2258,Petrol,145,34.0,3.0,46960.223
 X5,2019,44000,Automatic,9339,Diesel,145,37.7,3.0,46943.965
 X5,2019,50980,Semi-Auto,13863,Diesel,145,37.7,3.0,46938.87
 7 Series,2019,45640,Automatic,7689,Diesel,145,44.1,3.0,46885.613
 X5,2019,46756,Automatic,6650,Diesel,145,37.7,3.0,46845.586
 X5,2019,43946,Automatic,6883,Diesel,145,37.7,3.0,46845.586
 X5,2019,46996,Automatic,6891,Diesel,145,37.7,3.0,46845.586
 X5,2019,43796,Automatic,6742,Diesel,145,37.7,3.0,46845.586
 M6,2018,46995,Semi-Auto,8207,Petrol,145,28.5,4.4,46838.234
 X5,2019,44850,Automatic,9740,Diesel,145,37.7,3.0,46821.18
 X5,2019,47162,Automatic,9815,Diesel,145,37.7,3.0,46821.18
 M4,2019,45999,Semi-Auto,2373,Petrol,145,34.0,3.0,46772.617
 X5,2019,45995,Semi-Auto,16644,Diesel,150,37.7,3.0,46743.75
 X4,2020,43000,Semi-Auto,857,Diesel,145,40.9,3.0,46739.125
 M3,2018,42202,Semi-Auto,10222,Petrol,145,34.0,3.0,46715.77
 X3,2020,52991,Semi-Auto,4360,Hybrid,135,5.5,2.0,46680.125
 X5,2019,46490,Semi-Auto,13015,Diesel,145,37.7,3.0,46615.992
 X5,2019,47632,Semi-Auto,13156,Diesel,145,37.7,3.0,46615.992
 X5,2019,44866,Automatic,7259,Diesel,145,37.7,3.0,46583.6
 X5,2019,43716,Automatic,7329,Diesel,145,37.7,3.0,46583.6
 X5,2019,43716,Automatic,7163,Diesel,145,37.7,3.0,46583.6
 M4,2019,44950,Semi-Auto,4931,Petrol,150,34.0,3.0,46536.363
 M4,2019,47898,Semi-Auto,5650,Petrol,145,32.5,3.0,46528.824
 X3,2020,45991,Semi-Auto,120,Diesel,150,48.7,3.0,46522.68
 M2,2020,46995,Automatic,4500,Petrol,145,29.1,3.0,46498.24
 M4,2019,44988,Automatic,5000,Petrol,145,34.0,3.0,46478.133
 M4,2019,48989,Automatic,19,Petrol,145,32.5,3.0,46473.81
 7 Series,2019,46999,Semi-Auto,10504,Petrol,145,34.5,3.0,46447.594
 M4,2019,46000,Automatic,2460,Petrol,145,34.0,3.0,46359.754
 X5,2019,43956,Semi-Auto,10175,Diesel,145,37.7,3.0,46356.0
 X5,2019,47712,Semi-Auto,11126,Diesel,145,37.7,3.0,46339.363
 X5,2019,46496,Semi-Auto,11164,Diesel,145,37.7,3.0,46339.363
 X5,2019,44800,Semi-Auto,12587,Diesel,145,37.7,3.0,46326.22
 X5,2019,47980,Semi-Auto,11813,Diesel,145,37.7,3.0,46306.11
 X5,2019,44790,Semi-Auto,10776,Diesel,145,37.7,3.0,46286.44
 X5,2019,46875,Semi-Auto,10834,Diesel,145,37.7,3.0,46286.44
 X5,2019,43750,Semi-Auto,10829,Diesel,145,37.7,3.0,46286.44
 X5,2019,46990,Semi-Auto,10565,Diesel,145,37.7,3.0,46286.44
 M2,2019,47980,Semi-Auto,100,Petrol,145,29.1,3.0,46278.76
 M4,2020,48000,Semi-Auto,30,Petrol,145,34.0,3.0,46202.184
 M4,2020,43000,Semi-Auto,40,Petrol,145,34.0,3.0,46202.184
 M2,2019,49999,Automatic,2935,Petrol,145,29.1,3.0,46160.35
 X5,2019,45840,Automatic,10923,Diesel,145,37.7,3.0,46142.617
 M2,2019,46000,Manual,4534,Petrol,145,28.5,3.0,46142.426
 X5,2019,44995,Automatic,6495,Diesel,145,36.7,3.0,46126.125
 X4,2020,44995,Semi-Auto,11,Diesel,145,37.2,3.0,46119.668
 M2,2019,46995,Automatic,999,Petrol,145,29.1,3.0,46025.22
 X4,2019,47480,Automatic,123,Petrol,145,26.9,3.0,45992.71
 X4,2019,47480,Automatic,123,Petrol,145,26.9,3.0,45992.71
 X5,2019,44888,Automatic,12082,Diesel,145,37.7,3.0,45975.74
 X5,2019,44875,Automatic,11918,Diesel,145,37.7,3.0,45962.613
 X5,2019,44850,Automatic,12000,Diesel,145,37.7,3.0,45962.613
 X5,2019,44000,Automatic,11900,Diesel,145,37.7,3.0,45962.613
 M4,2019,40980,Semi-Auto,4786,Petrol,145,34.0,3.0,45949.855
 X5,2019,44036,Automatic,11436,Diesel,145,37.7,3.0,45887.36
 X5,2019,44850,Automatic,12369,Diesel,145,37.7,3.0,45825.117
 M2,2020,46000,Semi-Auto,1501,Petrol,145,29.1,3.0,45797.18
 M4,2019,44889,Automatic,299,Petrol,145,32.5,3.0,45793.9
 6 Series,2020,44991,Semi-Auto,123,Diesel,145,42.2,2.0,45699.434
 M4,2019,41945,Semi-Auto,12,Petrol,145,34.0,3.0,45627.188
 M4,2019,46995,Semi-Auto,5239,Petrol,145,34.0,3.0,45612.098
 M2,2019,45980,Semi-Auto,1287,Petrol,145,29.1,3.0,45604.773
 X4,2020,45990,Semi-Auto,7724,Diesel,145,37.2,3.0,45566.586
 X5,2018,47994,Automatic,19750,Diesel,140,47.1,3.0,45458.816
 M4,2019,49999,Automatic,1466,Petrol,145,34.0,3.0,45308.72
 M4,2019,40000,Automatic,1326,Petrol,145,34.0,3.0,45308.72
 X4,2020,46999,Semi-Auto,4000,Diesel,150,40.9,3.0,45300.637
 M4,2019,41990,Semi-Auto,1348,Petrol,145,34.0,3.0,45268.016
 M4,2019,45999,Automatic,99,Petrol,145,34.0,3.0,45212.883
 M4,2019,57800,Automatic,99,Petrol,145,34.0,3.0,45212.883
 X4,2020,44950,Semi-Auto,100,Petrol,150,26.9,3.0,45188.81
 7 Series,2019,44980,Semi-Auto,10135,Petrol,150,34.5,3.0,45135.6
 M4,2019,43950,Semi-Auto,19,Petrol,145,34.0,3.0,45008.89
 X4,2020,44899,Automatic,100,Petrol,145,26.9,3.0,45001.746
 M4,2019,44500,Semi-Auto,5644,Petrol,145,34.0,3.0,44942.168
 X3,2020,42995,Semi-Auto,1501,Petrol,145,34.5,3.0,44902.18
 X4,2020,45500,Semi-Auto,1608,Petrol,145,26.9,3.0,44719.75
 M4,2019,42485,Semi-Auto,5486,Petrol,145,34.0,3.0,44690.344
 M4,2019,45475,Semi-Auto,24,Petrol,145,34.0,3.0,44595.773
 M4,2019,45898,Semi-Auto,25,Petrol,145,34.0,3.0,44595.773
 M4,2019,45323,Semi-Auto,6397,Petrol,145,34.0,3.0,44588.363
 4 Series,2020,48155,Semi-Auto,10,Petrol,145,44.8,2.0,44579.2
 4 Series,2020,48155,Semi-Auto,10,Petrol,145,44.8,2.0,44579.2
 7 Series,2019,42950,Semi-Auto,19870,Petrol,150,33.6,3.0,44566.953
 M4,2019,43480,Semi-Auto,152,Petrol,145,34.0,3.0,44446.742
 M4,2018,43500,Semi-Auto,2577,Petrol,150,34.0,3.0,44424.7
 7 Series,2019,42990,Semi-Auto,9931,Diesel,145,44.1,3.0,44405.547
 M2,2019,48200,Automatic,1500,Petrol,145,29.1,3.0,44385.08
 X4,2020,43898,Semi-Auto,2679,Petrol,145,26.9,3.0,44330.508
 3 Series,2020,41995,Automatic,4300,Petrol,145,33.6,3.0,44289.83
 3 Series,2020,45000,Semi-Auto,2500,Petrol,145,33.6,3.0,44284.824
 M2,2019,44500,Semi-Auto,4929,Petrol,150,29.1,3.0,44242.336
 M2,2019,43480,Automatic,2689,Petrol,145,29.1,3.0,44205.836
 6 Series,2020,44950,Semi-Auto,1237,Diesel,145,44.1,2.0,44135.508
 3 Series,2020,43990,Semi-Auto,2894,Petrol,150,33.6,3.0,43993.863
 X4,2020,43995,Semi-Auto,2000,Petrol,145,26.9,3.0,43957.74
 i8,2015,44990,Automatic,43323,Hybrid,0,134.5,1.5,43849.86
 X4,2020,44495,Automatic,5000,Diesel,145,40.9,3.0,43791.688
 6 Series,2019,32750,Automatic,9205,Diesel,145,44.1,2.0,43719.1
 5 Series,2019,44190,Semi-Auto,6187,Petrol,145,37.7,3.0,43709.527
 M4,2019,41980,Semi-Auto,101,Petrol,145,34.0,3.0,43652.6
 M4,2019,41980,Semi-Auto,101,Petrol,145,34.0,3.0,43652.6
 M4,2019,41980,Semi-Auto,101,Petrol,145,34.0,3.0,43652.6
 M2,2019,42351,Semi-Auto,1797,Petrol,145,29.1,3.0,43645.844
 i8,2014,43497,Automatic,41237,Hybrid,0,134.5,1.5,43588.75
 M4,2019,41490,Automatic,123,Petrol,145,34.0,3.0,43577.703
 M4,2019,41986,Automatic,144,Petrol,145,34.0,3.0,43577.703
 M2,2019,44990,Semi-Auto,4358,Petrol,145,29.1,3.0,43575.332
 5 Series,2020,42124,Semi-Auto,101,Petrol,145,39.2,3.0,43537.83
 M2,2020,42999,Semi-Auto,15,Petrol,150,29.1,3.0,43522.016
 X3,2020,42990,Semi-Auto,3245,Hybrid,140,5.5,2.0,43505.312
 X6,2016,44160,Semi-Auto,25684,Petrol,570,25.4,4.4,43461.348
 M3,2018,43990,Semi-Auto,12879,Petrol,150,34.0,3.0,43459.668
 i8,2015,42890,Automatic,43102,Hybrid,0,134.5,1.5,43429.234
 M4,2019,41945,Semi-Auto,102,Petrol,145,34.0,3.0,43402.867
 M2,2019,48898,Semi-Auto,25,Petrol,145,29.1,3.0,43379.52
 X4,2019,42412,Semi-Auto,3414,Diesel,145,37.2,3.0,43348.438
 X4,2019,41530,Automatic,4000,Diesel,145,37.2,3.0,43345.777
 M4,2019,44898,Semi-Auto,8124,Petrol,145,34.0,3.0,43329.066
 3 Series,2020,42995,Automatic,7500,Petrol,145,33.6,3.0,43250.09
 M2,2019,40995,Semi-Auto,3500,Petrol,145,29.1,3.0,43226.434
 M2,2019,42110,Automatic,5644,Petrol,145,29.1,3.0,43208.832
 M4,2019,44980,Semi-Auto,9244,Petrol,145,32.5,3.0,43197.582
 M4,2019,39990,Semi-Auto,7603,Petrol,145,32.5,3.0,43154.617
 X4,2019,41999,Semi-Auto,6449,Diesel,145,37.2,3.0,43138.082
 X4,2019,42995,Automatic,5980,Diesel,145,37.2,3.0,43045.73
 3 Series,2020,39950,Semi-Auto,1204,Petrol,150,33.6,3.0,43041.02
 M4,2019,42275,Semi-Auto,9403,Petrol,145,32.5,3.0,43037.02
 X5,2018,44990,Semi-Auto,5321,Diesel,145,36.7,3.0,43035.49
 X3,2020,42990,Semi-Auto,6235,Diesel,150,36.7,3.0,43027.652
 X5,2016,40950,Automatic,20000,Petrol,570,25.4,4.4,43025.47
 X3,2019,47440,Semi-Auto,6570,Petrol,145,34.5,3.0,43019.88
 X4,2019,41980,Automatic,5769,Diesel,145,37.2,3.0,43002.727
 X3,2019,43500,Semi-Auto,5554,Petrol,145,34.5,3.0,42755.457
 3 Series,2020,42990,Semi-Auto,3698,Diesel,145,43.5,3.0,42753.125
 X3,2019,43863,Semi-Auto,4824,Petrol,145,34.5,3.0,42736.844
 3 Series,2020,41555,Semi-Auto,9,Petrol,145,33.6,3.0,42724.52
 3 Series,2020,41485,Semi-Auto,2084,Diesel,145,43.5,3.0,42698.934
 X4,2018,43990,Semi-Auto,12,Diesel,145,42.8,2.0,42687.316
 7 Series,2019,47980,Semi-Auto,12038,Diesel,150,44.1,3.0,42661.246
 X3,2020,40990,Semi-Auto,2294,Diesel,145,36.7,3.0,42648.79
 X4,2020,40995,Automatic,10,Diesel,145,42.8,2.0,42638.926
 X4,2019,40980,Automatic,2526,Petrol,145,26.9,3.0,42621.258
 X4,2019,46450,Semi-Auto,9374,Diesel,145,37.2,3.0,42601.832
 X4,2019,42460,Automatic,2188,Petrol,145,26.9,3.0,42574.55
 X3,2019,39999,Semi-Auto,3769,Petrol,145,34.5,3.0,42480.87
 X4,2019,43500,Automatic,2380,Petrol,145,26.9,3.0,42407.527
 X5,2015,44814,Semi-Auto,22103,Petrol,570,25.4,4.4,42392.867
 X4,2019,42982,Automatic,9151,Diesel,145,37.2,3.0,42389.39
 X3,2019,36500,Semi-Auto,7503,Petrol,150,34.5,3.0,42385.258
 3 Series,2020,43880,Automatic,5980,Hybrid,135,8.8,2.0,42369.285
 X3,2019,42763,Semi-Auto,3844,Diesel,145,36.7,3.0,42353.65
 3 Series,2019,41450,Semi-Auto,423,Petrol,145,34.9,3.0,42279.53
 5 Series,2020,34750,Automatic,101,Diesel,145,60.1,3.0,42275.555
 X4,2019,44000,Semi-Auto,3253,Petrol,145,26.9,3.0,42250.715
 3 Series,2020,41850,Automatic,101,Diesel,145,44.1,3.0,42228.72
 X4,2019,41376,Automatic,9095,Diesel,145,37.2,3.0,42098.53
 M4,2019,39275,Semi-Auto,8787,Petrol,145,34.0,3.0,42098.273
 X3,2019,43875,Automatic,8200,Petrol,145,34.5,3.0,42097.402
 X3,2019,40875,Semi-Auto,9045,Petrol,150,34.5,3.0,42022.766
 X3,2019,42795,Semi-Auto,999,Diesel,145,48.7,3.0,41998.61
 X6,2019,42888,Automatic,10231,Diesel,145,44.8,3.0,41993.73
 Z4,2020,50800,Semi-Auto,1142,Petrol,145,33.2,3.0,41991.785
 3 Series,2020,41950,Semi-Auto,8,Petrol,150,33.6,3.0,41984.72
 4 Series,2017,41990,Automatic,10,Petrol,200,41.5,3.0,41979.535
 5 Series,2020,42990,Semi-Auto,2137,Diesel,145,60.1,3.0,41967.395
 X6,2019,40980,Automatic,4155,Diesel,145,44.8,3.0,41925.715
 X3,2019,41450,Semi-Auto,5651,Diesel,145,36.7,3.0,41906.707
 X3,2019,39480,Semi-Auto,6012,Petrol,145,34.5,3.0,41881.19
 X3,2019,38990,Semi-Auto,5656,Diesel,150,36.7,3.0,41860.625
 X4,2019,45000,Semi-Auto,7815,Petrol,145,26.9,3.0,41810.62
 5 Series,2020,43990,Semi-Auto,10,Petrol,145,39.2,3.0,41807.77
 3 Series,2020,43995,Semi-Auto,2252,Petrol,145,34.9,3.0,41767.41
 X3,2019,41450,Semi-Auto,5425,Diesel,145,36.7,3.0,41761.414
 Z4,2020,44300,Semi-Auto,1801,Petrol,150,33.2,3.0,41755.812
 X4,2019,40000,Automatic,3170,Petrol,145,26.9,3.0,41744.836
 3 Series,2020,44320,Semi-Auto,160,Diesel,145,49.6,2.0,41724.684
 X4,2019,40990,Semi-Auto,10,Diesel,145,40.9,3.0,41716.137
 X4,2019,38997,Semi-Auto,10,Diesel,145,40.9,3.0,41716.137
